"health_officer_region","county","mmwr_year","mmwr_week","start_date","end_date","mnth_lbl","total_ca_pop","total_cnty_pop","cumulative_infected","cumulative_severe","new_infections","new_severe","cum_rate_100k","inf_rate_100k","sev_rate_100k"
"Rural North","Siskiyou",2023,33,2023-08-13,2023-08-19,"Aug",39109070,42961,15,0,156,4,34.9,363.1,9.3
"Rural North","Siskiyou",2023,34,2023-08-20,2023-08-26,"Aug",39109070,42961,20,0,250,5,46.6,581.9,11.6
"Rural North","Siskiyou",2023,35,2023-08-27,2023-09-02,"Aug",39109070,42961,26,0,402,3,60.5,935.7,7
"Rural North","Siskiyou",2023,36,2023-09-03,2023-09-09,"Sep",39109070,42961,34,0,370,12,79.1,861.2,27.9
"Rural North","Siskiyou",2023,37,2023-09-10,2023-09-16,"Sep",39109070,42961,40,0,337,16,93.1,784.4,37.2
"Rural North","Siskiyou",2023,38,2023-09-17,2023-09-23,"Sep",39109070,42961,47,1,436,16,109.4,1014.9,37.2
"Rural North","Siskiyou",2023,39,2023-09-24,2023-09-30,"Sep",39109070,42961,49,1,342,13,114.1,796.1,30.3
"Rural North","Siskiyou",2023,40,2023-10-01,2023-10-07,"Oct",39109070,42961,55,1,356,21,128,828.7,48.9
"Rural North","Siskiyou",2023,41,2023-10-08,2023-10-14,"Oct",39109070,42961,63,1,335,15,146.6,779.8,34.9
"Rural North","Siskiyou",2023,42,2023-10-15,2023-10-21,"Oct",39109070,42961,69,1,364,12,160.6,847.3,27.9
"Rural North","Siskiyou",2023,43,2023-10-22,2023-10-28,"Oct",39109070,42961,73,1,266,15,169.9,619.2,34.9
"Rural North","Siskiyou",2023,44,2023-10-29,2023-11-04,"Oct",39109070,42961,75,1,200,18,174.6,465.5,41.9
"Rural North","Siskiyou",2023,45,2023-11-05,2023-11-11,"Nov",39109070,42961,79,1,130,9,183.9,302.6,20.9
"Rural North","Siskiyou",2023,46,2023-11-12,2023-11-18,"Nov",39109070,42961,81,1,52,3,188.5,121,7
"Rural North","Siskiyou",2023,47,2023-11-19,2023-11-25,"Nov",39109070,42961,81,1,4,5,188.5,9.3,11.6
"Rural North","Siskiyou",2023,48,2023-11-26,2023-12-02,"Nov",39109070,42961,81,1,10,4,188.5,23.3,9.3
"Rural North","Siskiyou",2023,49,2023-12-03,2023-12-09,"Dec",39109070,42961,81,1,0,2,188.5,0,4.7
"Rural North","Siskiyou",2023,50,2023-12-10,2023-12-16,"Dec",39109070,42961,81,1,12,0,188.5,27.9,0
"Rural North","Siskiyou",2023,51,2023-12-17,2023-12-23,"Dec",39109070,42961,81,1,0,0,188.5,0,0
"Rural North","Siskiyou",2023,52,2023-12-24,2023-12-30,"Dec",39109070,42961,81,1,0,0,188.5,0,0
"Rural North","Tehama",2023,22,2023-05-28,2023-06-03,"May",39109070,64677,0,0,30,0,0,46.4,0
"Rural North","Tehama",2023,23,2023-06-04,2023-06-10,"Jun",39109070,64677,1,0,49,0,1.5,75.8,0
"Rural North","Tehama",2023,24,2023-06-11,2023-06-17,"Jun",39109070,64677,3,0,31,0,4.6,47.9,0
"Rural North","Tehama",2023,25,2023-06-18,2023-06-24,"Jun",39109070,64677,3,0,92,2,4.6,142.2,3.1
"Rural North","Tehama",2023,26,2023-06-25,2023-07-01,"Jun",39109070,64677,4,0,190,2,6.2,293.8,3.1
"Rural North","Tehama",2023,27,2023-07-02,2023-07-08,"Jul",39109070,64677,10,0,189,4,15.5,292.2,6.2
"Rural North","Tehama",2023,28,2023-07-09,2023-07-15,"Jul",39109070,64677,16,0,241,6,24.7,372.6,9.3
"Rural North","Tehama",2023,29,2023-07-16,2023-07-22,"Jul",39109070,64677,19,0,208,4,29.4,321.6,6.2
"Rural North","Tehama",2023,30,2023-07-23,2023-07-29,"Jul",39109070,64677,23,0,216,13,35.6,334,20.1
"Rural North","Tehama",2023,31,2023-07-30,2023-08-05,"Jul",39109070,64677,34,0,375,12,52.6,579.8,18.6
"Rural North","Tehama",2023,32,2023-08-06,2023-08-12,"Aug",39109070,64677,39,0,382,6,60.3,590.6,9.3
"Rural North","Tehama",2023,33,2023-08-13,2023-08-19,"Aug",39109070,64677,47,0,454,10,72.7,701.9,15.5
"Rural North","Tehama",2023,34,2023-08-20,2023-08-26,"Aug",39109070,64677,59,0,729,14,91.2,1127.1,21.6
"Rural North","Tehama",2023,35,2023-08-27,2023-09-02,"Aug",39109070,64677,88,0,1106,9,136.1,1710,13.9
"Rural North","Tehama",2023,36,2023-09-03,2023-09-09,"Sep",39109070,64677,111,0,1074,17,171.6,1660.6,26.3
"Rural North","Tehama",2023,37,2023-09-10,2023-09-16,"Sep",39109070,64677,130,0,976,23,201,1509,35.6
"Rural North","Tehama",2023,38,2023-09-17,2023-09-23,"Sep",39109070,64677,152,0,1060,36,235,1638.9,55.7
"Rural North","Tehama",2023,39,2023-09-24,2023-09-30,"Sep",39109070,64677,176,0,915,36,272.1,1414.7,55.7
"Rural North","Tehama",2023,40,2023-10-01,2023-10-07,"Oct",39109070,64677,202,0,849,36,312.3,1312.7,55.7
"Rural North","Tehama",2023,41,2023-10-08,2023-10-14,"Oct",39109070,64677,221,0,890,28,341.7,1376.1,43.3
"Rural North","Tehama",2023,42,2023-10-15,2023-10-21,"Oct",39109070,64677,251,0,885,29,388.1,1368.3,44.8
"Rural North","Tehama",2023,43,2023-10-22,2023-10-28,"Oct",39109070,64677,269,0,707,23,415.9,1093.1,35.6
"Rural North","Tehama",2023,44,2023-10-29,2023-11-04,"Oct",39109070,64677,278,0,447,31,429.8,691.1,47.9
"Rural North","Tehama",2023,45,2023-11-05,2023-11-11,"Nov",39109070,64677,285,0,353,27,440.7,545.8,41.7
"Rural North","Tehama",2023,46,2023-11-12,2023-11-18,"Nov",39109070,64677,286,0,133,17,442.2,205.6,26.3
"Rural North","Tehama",2023,47,2023-11-19,2023-11-25,"Nov",39109070,64677,286,0,16,12,442.2,24.7,18.6
"Rural North","Tehama",2023,48,2023-11-26,2023-12-02,"Nov",39109070,64677,287,0,28,7,443.7,43.3,10.8
"Rural North","Tehama",2023,49,2023-12-03,2023-12-09,"Dec",39109070,64677,287,0,0,2,443.7,0,3.1
"Rural North","Tehama",2023,50,2023-12-10,2023-12-16,"Dec",39109070,64677,287,0,20,0,443.7,30.9,0
"Rural North","Tehama",2023,51,2023-12-17,2023-12-23,"Dec",39109070,64677,287,0,0,0,443.7,0,0
"Rural North","Tehama",2023,52,2023-12-24,2023-12-30,"Dec",39109070,64677,287,0,0,1,443.7,0,1.5
"Rural North","Trinity",2023,22,2023-05-28,2023-06-03,"May",39109070,15870,0,0,2,0,0,12.6,0
"Rural North","Trinity",2023,23,2023-06-04,2023-06-10,"Jun",39109070,15870,0,0,4,0,0,25.2,0
"Rural North","Trinity",2023,24,2023-06-11,2023-06-17,"Jun",39109070,15870,0,0,2,0,0,12.6,0
"Rural North","Trinity",2023,25,2023-06-18,2023-06-24,"Jun",39109070,15870,0,0,8,0,0,50.4,0
"Rural North","Trinity",2023,26,2023-06-25,2023-07-01,"Jun",39109070,15870,0,0,14,1,0,88.2,6.3
"Rural North","Trinity",2023,27,2023-07-02,2023-07-08,"Jul",39109070,15870,0,0,17,1,0,107.1,6.3
"Rural North","Trinity",2023,28,2023-07-09,2023-07-15,"Jul",39109070,15870,1,0,24,0,6.3,151.2,0
"Rural North","Trinity",2023,29,2023-07-16,2023-07-22,"Jul",39109070,15870,1,0,26,1,6.3,163.8,6.3
"Rural North","Trinity",2023,30,2023-07-23,2023-07-29,"Jul",39109070,15870,3,0,8,1,18.9,50.4,6.3
"Rural North","Trinity",2023,31,2023-07-30,2023-08-05,"Jul",39109070,15870,3,0,32,0,18.9,201.6,0
"Rural North","Trinity",2023,32,2023-08-06,2023-08-12,"Aug",39109070,15870,4,0,22,0,25.2,138.6,0
"Rural North","Trinity",2023,33,2023-08-13,2023-08-19,"Aug",39109070,15870,4,0,43,1,25.2,271,6.3
"Rural North","Trinity",2023,34,2023-08-20,2023-08-26,"Aug",39109070,15870,6,0,75,1,37.8,472.6,6.3
"Rural North","Trinity",2023,35,2023-08-27,2023-09-02,"Aug",39109070,15870,9,0,107,0,56.7,674.2,0
"Rural North","Trinity",2023,36,2023-09-03,2023-09-09,"Sep",39109070,15870,10,0,106,2,63,667.9,12.6
"Rural North","Trinity",2023,37,2023-09-10,2023-09-16,"Sep",39109070,15870,14,0,113,4,88.2,712,25.2
"Rural North","Trinity",2023,38,2023-09-17,2023-09-23,"Sep",39109070,15870,16,0,119,3,100.8,749.8,18.9
"Rural North","Trinity",2023,39,2023-09-24,2023-09-30,"Sep",39109070,15870,17,0,67,3,107.1,422.2,18.9
"Rural North","Trinity",2023,40,2023-10-01,2023-10-07,"Oct",39109070,15870,18,0,96,3,113.4,604.9,18.9
"Rural North","Trinity",2023,41,2023-10-08,2023-10-14,"Oct",39109070,15870,18,0,92,4,113.4,579.7,25.2
"Rural North","Trinity",2023,42,2023-10-15,2023-10-21,"Oct",39109070,15870,19,0,81,6,119.7,510.4,37.8
"Rural North","Trinity",2023,43,2023-10-22,2023-10-28,"Oct",39109070,15870,24,0,79,2,151.2,497.8,12.6
"Rural North","Trinity",2023,44,2023-10-29,2023-11-04,"Oct",39109070,15870,24,0,57,8,151.2,359.2,50.4
"Rural North","Trinity",2023,45,2023-11-05,2023-11-11,"Nov",39109070,15870,24,0,30,6,151.2,189,37.8
"Rural North","Trinity",2023,46,2023-11-12,2023-11-18,"Nov",39109070,15870,25,0,13,4,157.5,81.9,25.2
"Rural North","Trinity",2023,47,2023-11-19,2023-11-25,"Nov",39109070,15870,25,0,1,1,157.5,6.3,6.3
"Rural North","Trinity",2023,48,2023-11-26,2023-12-02,"Nov",39109070,15870,25,0,2,0,157.5,12.6,0
"Rural North","Trinity",2023,49,2023-12-03,2023-12-09,"Dec",39109070,15870,25,0,0,0,157.5,0,0
"Rural North","Trinity",2023,50,2023-12-10,2023-12-16,"Dec",39109070,15870,25,0,3,0,157.5,18.9,0
"Rural North","Trinity",2023,51,2023-12-17,2023-12-23,"Dec",39109070,15870,25,0,0,0,157.5,0,0
"Rural North","Trinity",2023,52,2023-12-24,2023-12-30,"Dec",39109070,15870,25,0,0,0,157.5,0,0
"Southern California","Imperial",2023,22,2023-05-28,2023-06-03,"May",39109070,179639,0,0,328,0,0,182.6,0
"Southern California","Imperial",2023,23,2023-06-04,2023-06-10,"Jun",39109070,179639,1,0,297,0,0.6,165.3,0
"Southern California","Imperial",2023,24,2023-06-11,2023-06-17,"Jun",39109070,179639,1,0,265,3,0.6,147.5,1.7
"Southern California","Imperial",2023,25,2023-06-18,2023-06-24,"Jun",39109070,179639,3,0,725,8,1.7,403.6,4.5
"Southern California","Imperial",2023,26,2023-06-25,2023-07-01,"Jun",39109070,179639,4,0,1265,6,2.2,704.2,3.3
"Southern California","Imperial",2023,27,2023-07-02,2023-07-08,"Jul",39109070,179639,11,0,1411,13,6.1,785.5,7.2
"Southern California","Imperial",2023,28,2023-07-09,2023-07-15,"Jul",39109070,179639,22,0,1915,30,12.2,1066,16.7
"Southern California","Imperial",2023,29,2023-07-16,2023-07-22,"Jul",39109070,179639,31,0,1560,31,17.3,868.4,17.3
"Southern California","Imperial",2023,30,2023-07-23,2023-07-29,"Jul",39109070,179639,39,0,1619,48,21.7,901.3,26.7
"Southern California","Imperial",2023,31,2023-07-30,2023-08-05,"Jul",39109070,179639,59,0,2662,51,32.8,1481.9,28.4
"Southern California","Imperial",2023,32,2023-08-06,2023-08-12,"Aug",39109070,179639,65,0,2693,56,36.2,1499.1,31.2
"Southern California","Imperial",2023,33,2023-08-13,2023-08-19,"Aug",39109070,179639,86,0,3348,70,47.9,1863.7,39
"Southern California","Imperial",2023,34,2023-08-20,2023-08-26,"Aug",39109070,179639,107,0,4832,76,59.6,2689.8,42.3
"Southern California","Imperial",2023,35,2023-08-27,2023-09-02,"Aug",39109070,179639,143,0,7421,90,79.6,4131.1,50.1
"Southern California","Imperial",2023,36,2023-09-03,2023-09-09,"Sep",39109070,179639,185,0,6821,118,103,3797.1,65.7
"Southern California","Imperial",2023,37,2023-09-10,2023-09-16,"Sep",39109070,179639,223,0,6208,171,124.1,3455.8,95.2
"Southern California","Imperial",2023,38,2023-09-17,2023-09-23,"Sep",39109070,179639,269,0,6666,169,149.7,3710.8,94.1
"Southern California","Imperial",2023,39,2023-09-24,2023-09-30,"Sep",39109070,179639,307,0,5177,183,170.9,2881.9,101.9
"Southern California","Imperial",2023,40,2023-10-01,2023-10-07,"Oct",39109070,179639,333,0,5154,138,185.4,2869.1,76.8
"Southern California","Imperial",2023,41,2023-10-08,2023-10-14,"Oct",39109070,179639,355,0,4732,133,197.6,2634.2,74
"Southern California","Imperial",2023,42,2023-10-15,2023-10-21,"Oct",39109070,179639,385,1,4776,126,214.3,2658.7,70.1
"Southern California","Imperial",2023,43,2023-10-22,2023-10-28,"Oct",39109070,179639,407,1,3741,90,226.6,2082.5,50.1
"Southern California","Imperial",2023,44,2023-10-29,2023-11-04,"Oct",39109070,179639,415,1,2494,117,231,1388.3,65.1
"Southern California","Imperial",2023,45,2023-11-05,2023-11-11,"Nov",39109070,179639,435,1,1668,87,242.2,928.5,48.4
"Southern California","Imperial",2023,46,2023-11-12,2023-11-18,"Nov",39109070,179639,439,2,555,58,244.4,309,32.3
"Southern California","Imperial",2023,47,2023-11-19,2023-11-25,"Nov",39109070,179639,439,2,81,50,244.4,45.1,27.8
"Southern California","Imperial",2023,48,2023-11-26,2023-12-02,"Nov",39109070,179639,440,2,97,23,244.9,54,12.8
"Southern California","Imperial",2023,49,2023-12-03,2023-12-09,"Dec",39109070,179639,440,2,0,5,244.9,0,2.8
"Southern California","Imperial",2023,50,2023-12-10,2023-12-16,"Dec",39109070,179639,441,2,112,5,245.5,62.3,2.8
"Southern California","Imperial",2023,51,2023-12-17,2023-12-23,"Dec",39109070,179639,441,2,0,1,245.5,0,0.6
"Southern California","Imperial",2023,52,2023-12-24,2023-12-30,"Dec",39109070,179639,441,2,0,3,245.5,0,1.7
"Southern California","Inyo",2023,22,2023-05-28,2023-06-03,"May",39109070,18731,0,0,23,0,0,122.8,0
"Southern California","Inyo",2023,23,2023-06-04,2023-06-10,"Jun",39109070,18731,0,0,12,0,0,64.1,0
"Southern California","Inyo",2023,24,2023-06-11,2023-06-17,"Jun",39109070,18731,0,0,17,1,0,90.8,5.3
"Southern California","Inyo",2023,25,2023-06-18,2023-06-24,"Jun",39109070,18731,0,0,40,1,0,213.5,5.3
"Southern California","Inyo",2023,26,2023-06-25,2023-07-01,"Jun",39109070,18731,0,0,61,0,0,325.7,0
"Southern California","Inyo",2023,27,2023-07-02,2023-07-08,"Jul",39109070,18731,2,0,83,2,10.7,443.1,10.7
"Southern California","Inyo",2023,28,2023-07-09,2023-07-15,"Jul",39109070,18731,2,0,97,1,10.7,517.9,5.3
"Southern California","Inyo",2023,29,2023-07-16,2023-07-22,"Jul",39109070,18731,3,0,95,1,16,507.2,5.3
"Southern California","Inyo",2023,30,2023-07-23,2023-07-29,"Jul",39109070,18731,3,0,91,4,16,485.8,21.4
"Southern California","Inyo",2023,31,2023-07-30,2023-08-05,"Jul",39109070,18731,7,0,178,5,37.4,950.3,26.7
"Southern California","Inyo",2023,32,2023-08-06,2023-08-12,"Aug",39109070,18731,12,0,144,6,64.1,768.8,32
"Southern California","Inyo",2023,33,2023-08-13,2023-08-19,"Aug",39109070,18731,16,0,217,5,85.4,1158.5,26.7
"Southern California","Inyo",2023,34,2023-08-20,2023-08-26,"Aug",39109070,18731,20,0,265,7,106.8,1414.8,37.4
"Southern California","Inyo",2023,35,2023-08-27,2023-09-02,"Aug",39109070,18731,25,0,424,10,133.5,2263.6,53.4
"Southern California","Inyo",2023,36,2023-09-03,2023-09-09,"Sep",39109070,18731,31,0,425,10,165.5,2269,53.4
"Southern California","Inyo",2023,37,2023-09-10,2023-09-16,"Sep",39109070,18731,38,0,401,15,202.9,2140.8,80.1
"Southern California","Inyo",2023,38,2023-09-17,2023-09-23,"Sep",39109070,18731,44,0,422,20,234.9,2252.9,106.8
"Southern California","Inyo",2023,39,2023-09-24,2023-09-30,"Sep",39109070,18731,51,0,338,18,272.3,1804.5,96.1
"Southern California","Inyo",2023,40,2023-10-01,2023-10-07,"Oct",39109070,18731,58,0,385,14,309.6,2055.4,74.7
"Southern California","Inyo",2023,41,2023-10-08,2023-10-14,"Oct",39109070,18731,66,0,330,13,352.4,1761.8,69.4
"Southern California","Inyo",2023,42,2023-10-15,2023-10-21,"Oct",39109070,18731,69,0,356,14,368.4,1900.6,74.7
"Southern California","Inyo",2023,43,2023-10-22,2023-10-28,"Oct",39109070,18731,74,0,271,7,395.1,1446.8,37.4
"Southern California","Inyo",2023,44,2023-10-29,2023-11-04,"Oct",39109070,18731,78,0,178,8,416.4,950.3,42.7
"Southern California","Inyo",2023,45,2023-11-05,2023-11-11,"Nov",39109070,18731,78,0,117,15,416.4,624.6,80.1
"Southern California","Inyo",2023,46,2023-11-12,2023-11-18,"Nov",39109070,18731,80,0,43,12,427.1,229.6,64.1
"Southern California","Inyo",2023,47,2023-11-19,2023-11-25,"Nov",39109070,18731,80,0,3,3,427.1,16,16
"Southern California","Inyo",2023,48,2023-11-26,2023-12-02,"Nov",39109070,18731,80,0,8,6,427.1,42.7,32
"Southern California","Inyo",2023,49,2023-12-03,2023-12-09,"Dec",39109070,18731,80,0,0,3,427.1,0,16
"Southern California","Inyo",2023,50,2023-12-10,2023-12-16,"Dec",39109070,18731,81,0,13,4,432.4,69.4,21.4
"Southern California","Inyo",2023,51,2023-12-17,2023-12-23,"Dec",39109070,18731,81,0,0,0,432.4,0,0
"Southern California","Inyo",2023,52,2023-12-24,2023-12-30,"Dec",39109070,18731,81,0,0,2,432.4,0,10.7
"Southern California","Mono",2023,22,2023-05-28,2023-06-03,"May",39109070,13273,0,0,1,0,0,7.5,0
"Southern California","Mono",2023,23,2023-06-04,2023-06-10,"Jun",39109070,13273,0,0,5,0,0,37.7,0
"Southern California","Mono",2023,24,2023-06-11,2023-06-17,"Jun",39109070,13273,0,0,2,0,0,15.1,0
"Southern California","Mono",2023,25,2023-06-18,2023-06-24,"Jun",39109070,13273,0,0,17,0,0,128.1,0
"Southern California","Mono",2023,26,2023-06-25,2023-07-01,"Jun",39109070,13273,0,0,14,0,0,105.5,0
"Southern California","Mono",2023,27,2023-07-02,2023-07-08,"Jul",39109070,13273,2,0,25,0,15.1,188.4,0
"Southern California","Mono",2023,28,2023-07-09,2023-07-15,"Jul",39109070,13273,3,0,42,0,22.6,316.4,0
"Southern California","Mono",2023,29,2023-07-16,2023-07-22,"Jul",39109070,13273,3,0,26,3,22.6,195.9,22.6
"Southern California","Mono",2023,30,2023-07-23,2023-07-29,"Jul",39109070,13273,3,0,26,2,22.6,195.9,15.1
"Southern California","Mono",2023,31,2023-07-30,2023-08-05,"Jul",39109070,13273,4,0,26,0,30.1,195.9,0
"Southern California","Mono",2023,32,2023-08-06,2023-08-12,"Aug",39109070,13273,4,0,28,0,30.1,211,0
"Southern California","Mono",2023,33,2023-08-13,2023-08-19,"Aug",39109070,13273,4,0,44,0,30.1,331.5,0
"Southern California","Mono",2023,34,2023-08-20,2023-08-26,"Aug",39109070,13273,6,0,72,0,45.2,542.5,0
"Southern California","Mono",2023,35,2023-08-27,2023-09-02,"Aug",39109070,13273,7,0,96,3,52.7,723.3,22.6
"Southern California","Mono",2023,36,2023-09-03,2023-09-09,"Sep",39109070,13273,10,0,82,0,75.3,617.8,0
"Southern California","Mono",2023,37,2023-09-10,2023-09-16,"Sep",39109070,13273,12,0,81,5,90.4,610.3,37.7
"Southern California","Mono",2023,38,2023-09-17,2023-09-23,"Sep",39109070,13273,12,0,100,2,90.4,753.4,15.1
"Southern California","Mono",2023,39,2023-09-24,2023-09-30,"Sep",39109070,13273,13,0,101,3,97.9,760.9,22.6
"Southern California","Mono",2023,40,2023-10-01,2023-10-07,"Oct",39109070,13273,13,0,93,4,97.9,700.7,30.1
"Southern California","Mono",2023,41,2023-10-08,2023-10-14,"Oct",39109070,13273,15,0,80,5,113,602.7,37.7
"Southern California","Mono",2023,42,2023-10-15,2023-10-21,"Oct",39109070,13273,16,0,94,3,120.5,708.2,22.6
"Southern California","Mono",2023,43,2023-10-22,2023-10-28,"Oct",39109070,13273,18,0,76,1,135.6,572.6,7.5
"Southern California","Mono",2023,44,2023-10-29,2023-11-04,"Oct",39109070,13273,18,0,41,2,135.6,308.9,15.1
"Southern California","Mono",2023,45,2023-11-05,2023-11-11,"Nov",39109070,13273,18,0,43,0,135.6,324,0
"Southern California","Mono",2023,46,2023-11-12,2023-11-18,"Nov",39109070,13273,18,0,16,5,135.6,120.5,37.7
"Southern California","Mono",2023,47,2023-11-19,2023-11-25,"Nov",39109070,13273,18,0,3,1,135.6,22.6,7.5
"Southern California","Mono",2023,48,2023-11-26,2023-12-02,"Nov",39109070,13273,18,0,6,2,135.6,45.2,15.1
"Southern California","Mono",2023,49,2023-12-03,2023-12-09,"Dec",39109070,13273,18,0,0,0,135.6,0,0
"Southern California","Mono",2023,50,2023-12-10,2023-12-16,"Dec",39109070,13273,18,0,4,0,135.6,30.1,0
"Southern California","Mono",2023,51,2023-12-17,2023-12-23,"Dec",39109070,13273,18,0,0,0,135.6,0,0
"Southern California","Mono",2023,52,2023-12-24,2023-12-30,"Dec",39109070,13273,18,0,0,0,135.6,0,0
"Southern California","Orange",2023,22,2023-05-28,2023-06-03,"May",39109070,3142277,7,0,765,0,0.2,24.3,0
"Southern California","Orange",2023,23,2023-06-04,2023-06-10,"Jun",39109070,3142277,17,0,846,0,0.5,26.9,0
"Southern California","Orange",2023,24,2023-06-11,2023-06-17,"Jun",39109070,3142277,24,0,699,19,0.8,22.2,0.6
"Southern California","Orange",2023,25,2023-06-18,2023-06-24,"Jun",39109070,3142277,54,0,2102,24,1.7,66.9,0.8
"Southern California","Orange",2023,26,2023-06-25,2023-07-01,"Jun",39109070,3142277,99,0,3492,20,3.2,111.1,0.6
"Southern California","Orange",2023,27,2023-07-02,2023-07-08,"Jul",39109070,3142277,150,0,4109,44,4.8,130.8,1.4
"Southern California","Orange",2023,28,2023-07-09,2023-07-15,"Jul",39109070,3142277,218,0,5403,85,6.9,171.9,2.7
"Southern California","Orange",2023,29,2023-07-16,2023-07-22,"Jul",39109070,3142277,252,0,4057,119,8,129.1,3.8
"Southern California","Orange",2023,30,2023-07-23,2023-07-29,"Jul",39109070,3142277,299,0,4534,141,9.5,144.3,4.5
"Southern California","Orange",2023,31,2023-07-30,2023-08-05,"Jul",39109070,3142277,388,0,7867,128,12.3,250.4,4.1
"Southern California","Orange",2023,32,2023-08-06,2023-08-12,"Aug",39109070,3142277,450,0,7967,138,14.3,253.5,4.4
"Southern California","Orange",2023,33,2023-08-13,2023-08-19,"Aug",39109070,3142277,567,0,9991,253,18,318,8.1
"Southern California","Orange",2023,34,2023-08-20,2023-08-26,"Aug",39109070,3142277,722,0,15004,221,23,477.5,7
"Southern California","Orange",2023,35,2023-08-27,2023-09-02,"Aug",39109070,3142277,938,0,23279,283,29.9,740.8,9
"Southern California","Orange",2023,36,2023-09-03,2023-09-09,"Sep",39109070,3142277,1182,0,22684,420,37.6,721.9,13.4
"Southern California","Orange",2023,37,2023-09-10,2023-09-16,"Sep",39109070,3142277,1417,0,20981,642,45.1,667.7,20.4
"Southern California","Orange",2023,38,2023-09-17,2023-09-23,"Sep",39109070,3142277,1748,0,24373,644,55.6,775.6,20.5
"Southern California","Orange",2023,39,2023-09-24,2023-09-30,"Sep",39109070,3142277,1985,0,19787,642,63.2,629.7,20.4
"Southern California","Orange",2023,40,2023-10-01,2023-10-07,"Oct",39109070,3142277,2220,0,20134,716,70.6,640.7,22.8
"Southern California","Orange",2023,41,2023-10-08,2023-10-14,"Oct",39109070,3142277,2447,1,19788,610,77.9,629.7,19.4
"Southern California","Orange",2023,42,2023-10-15,2023-10-21,"Oct",39109070,3142277,2667,2,20431,585,84.9,650.2,18.6
"Southern California","Orange",2023,43,2023-10-22,2023-10-28,"Oct",39109070,3142277,2852,2,16277,558,90.8,518,17.8
"Southern California","Orange",2023,44,2023-10-29,2023-11-04,"Oct",39109070,3142277,2957,3,10937,580,94.1,348.1,18.5
"Southern California","Orange",2023,45,2023-11-05,2023-11-11,"Nov",39109070,3142277,3050,4,7999,483,97.1,254.6,15.4
"Southern California","Orange",2023,46,2023-11-12,2023-11-18,"Nov",39109070,3142277,3080,4,2666,333,98,84.8,10.6
"Southern California","Orange",2023,47,2023-11-19,2023-11-25,"Nov",39109070,3142277,3085,4,347,244,98.2,11,7.8
"Southern California","Orange",2023,48,2023-11-26,2023-12-02,"Nov",39109070,3142277,3089,4,505,119,98.3,16.1,3.8
"Southern California","Orange",2023,49,2023-12-03,2023-12-09,"Dec",39109070,3142277,3089,4,0,25,98.3,0,0.8
"Southern California","Orange",2023,50,2023-12-10,2023-12-16,"Dec",39109070,3142277,3096,4,490,19,98.5,15.6,0.6
"Southern California","Orange",2023,51,2023-12-17,2023-12-23,"Dec",39109070,3142277,3096,4,0,2,98.5,0,0.1
"Southern California","Orange",2023,52,2023-12-24,2023-12-30,"Dec",39109070,3142277,3096,4,0,13,98.5,0,0.4
"Southern California","Riverside",2023,22,2023-05-28,2023-06-03,"May",39109070,2431254,6,0,676,0,0.2,27.8,0
"Southern California","Riverside",2023,23,2023-06-04,2023-06-10,"Jun",39109070,2431254,16,0,599,0,0.7,24.6,0
"Southern California","Riverside",2023,24,2023-06-11,2023-06-17,"Jun",39109070,2431254,20,0,588,16,0.8,24.2,0.7
"Southern California","Riverside",2023,25,2023-06-18,2023-06-24,"Jun",39109070,2431254,37,0,1649,14,1.5,67.8,0.6
"Southern California","Riverside",2023,26,2023-06-25,2023-07-01,"Jun",39109070,2431254,54,0,2627,24,2.2,108.1,1
"Southern California","Riverside",2023,27,2023-07-02,2023-07-08,"Jul",39109070,2431254,83,0,3223,45,3.4,132.6,1.9
"Southern California","Riverside",2023,28,2023-07-09,2023-07-15,"Jul",39109070,2431254,134,0,4185,82,5.5,172.1,3.4
"Southern California","Riverside",2023,29,2023-07-16,2023-07-22,"Jul",39109070,2431254,163,0,3353,79,6.7,137.9,3.2
"Southern California","Riverside",2023,30,2023-07-23,2023-07-29,"Jul",39109070,2431254,207,0,3477,104,8.5,143,4.3
"Southern California","Riverside",2023,31,2023-07-30,2023-08-05,"Jul",39109070,2431254,267,1,6159,99,11,253.3,4.1
"Southern California","Riverside",2023,32,2023-08-06,2023-08-12,"Aug",39109070,2431254,347,1,6088,97,14.3,250.4,4
"Southern California","Riverside",2023,33,2023-08-13,2023-08-19,"Aug",39109070,2431254,425,1,7784,153,17.5,320.2,6.3
"Southern California","Riverside",2023,34,2023-08-20,2023-08-26,"Aug",39109070,2431254,548,1,11532,152,22.5,474.3,6.3
"Southern California","Riverside",2023,35,2023-08-27,2023-09-02,"Aug",39109070,2431254,740,1,18142,210,30.4,746.2,8.6
"Southern California","Riverside",2023,36,2023-09-03,2023-09-09,"Sep",39109070,2431254,922,1,17667,289,37.9,726.7,11.9
"Southern California","Riverside",2023,37,2023-09-10,2023-09-16,"Sep",39109070,2431254,1105,1,16525,510,45.4,679.7,21
"Southern California","Riverside",2023,38,2023-09-17,2023-09-23,"Sep",39109070,2431254,1290,1,18986,478,53.1,780.9,19.7
"Southern California","Riverside",2023,39,2023-09-24,2023-09-30,"Sep",39109070,2431254,1455,1,15447,556,59.8,635.4,22.9
"Southern California","Riverside",2023,40,2023-10-01,2023-10-07,"Oct",39109070,2431254,1605,1,15875,560,66,653,23
"Southern California","Riverside",2023,41,2023-10-08,2023-10-14,"Oct",39109070,2431254,1779,1,15418,441,73.2,634.2,18.1
