"health_officer_region","county","group_var_cat","group_var","group_pop","cumulative_infected","cumulative_severe","inf_rate_100k","sev_rate_100k","total_group_var_pop","total_ca_pop","geo_level"
"Greater Sierra Sacramento","El Dorado","Overall","All",187285,18918,706,10101.1826894839,376.965587206664,39109070,39109070,"county"
"Greater Sierra Sacramento","Nevada","Overall","All",100400,9876,399,9836.65338645418,397.410358565737,39109070,39109070,"county"
"Greater Sierra Sacramento","Placer","Overall","All",410706,36679,1173,8930.71929798932,285.605761785803,39109070,39109070,"county"
"Greater Sierra Sacramento","Plumas","Overall","All",18955,2418,95,12756.5286204168,501.187021893959,39109070,39109070,"county"
"Greater Sierra Sacramento","Sacramento","Overall","All",1581831,307288,8323,19426.0954552035,526.16240293685,39109070,39109070,"county"
"Greater Sierra Sacramento","Sierra","Overall","All",3152,404,21,12817.2588832487,666.243654822335,39109070,39109070,"county"
"Greater Sierra Sacramento","Sutter","Overall","All",98151,18794,519,19148.0473963587,528.777088363848,39109070,39109070,"county"
"Greater Sierra Sacramento","Yolo","Overall","All",220381,22470,567,10195.9787821999,257.281707588222,39109070,39109070,"county"
"Greater Sierra Sacramento","Yuba","Overall","All",83297,14416,368,17306.7457411431,441.79262158301,39109070,39109070,"county"
"Los Angeles","Los Angeles","Overall","All",9825708,886156,25109,9018.74959036031,255.543926198499,39109070,39109070,"county"
"Rural North","Del Norte","Overall","All",26382,2732,81,10355.5454476537,307.027518762793,39109070,39109070,"county"
"Rural North","Glenn","Overall","All",28039,2538,83,9051.67801990085,296.016263062163,39109070,39109070,"county"
"Rural North","Humboldt","Overall","All",134388,12785,421,9513.49822900854,313.27201833497,39109070,39109070,"county"
"Rural North","Lake","Overall","All",66446,6923,263,10418.9868464618,395.810131535382,39109070,39109070,"county"
"Rural North","Lassen","Overall","All",28232,2975,102,10537.6877302352,361.292150750921,39109070,39109070,"county"
"Rural North","Mendocino","Overall","All",89316,9088,339,10175.1086031618,379.551256213892,39109070,39109070,"county"
"Rural North","Modoc","Overall","All",8446,1011,36,11970.1633909543,426.237272081459,39109070,39109070,"county"
"Rural North","Shasta","Overall","All",178958,16214,586,9060.226421842,327.451133785581,39109070,39109070,"county"
"Rural North","Siskiyou","Overall","All",42961,4742,189,11037.9181117758,439.933893531342,39109070,39109070,"county"
"Rural North","Tehama","Overall","All",64677,12645,407,19550.9995825409,629.280888105509,39109070,39109070,"county"
"Rural North","Trinity","Overall","All",15870,1243,52,7832.38815374921,327.662255828607,39109070,39109070,"county"
"Southern California","Imperial","Overall","All",179639,78623,1959,43767.2220397575,1090.52043264547,39109070,39109070,"county"
"Southern California","Inyo","Overall","All",18731,5037,207,26891.2497997971,1105.11985478618,39109070,39109070,"county"
"Southern California","Mono","Overall","All",13273,1244,41,9372.4101559557,308.897762374746,39109070,39109070,"county"
"Southern California","Orange","Overall","All",3142277,277514,8110,8831.62114606701,258.093096184709,39109070,39109070,"county"
"Southern California","Riverside","Overall","All",2431254,216609,6391,8909.35295119309,262.868462118726,39109070,39109070,"county"
"Southern California","San Bernardino","Overall","All",2170593,487857,12044,22475.747410961,554.871410715873,39109070,39109070,"county"
"Southern California","San Diego","Overall","All",3297860,287256,8248,8710.37581947081,250.101581025271,39109070,39109070,"county"
"Southern California","San Luis Obispo","Overall","All",280251,35294,1250,12593.7106379638,446.028738523681,39109070,39109070,"county"
"Southern California","Santa Barbara","Overall","All",442614,40150,1153,9071.10936391528,260.497860438215,39109070,39109070,"county"
"Southern California","Ventura","Overall","All",825937,74380,2247,9005.52947742988,272.054648235882,39109070,39109070,"county"
"statewide","statewide","Overall","All",39109070,4549583,126926,11633.0636345993,324.543641666754,39109070,39109070,"statewide"
