"health_officer_region","county","mmwr_week","start_date","end_date","cumulative_infected","cumulative_severe","total_cnty_pop","inf_rate_100k","sev_rate_100k","case_breaks","inf_rate_breaks","sev_case_breaks","sev_rate_breaks"
"Rural North","Siskiyou",35,2023-08-27,2023-09-02,1528,28,42961,355.7,6.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Siskiyou",36,2023-09-03,2023-09-09,1898,40,42961,441.8,9.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Siskiyou",37,2023-09-10,2023-09-16,2235,56,42961,520.2,13,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Siskiyou",38,2023-09-17,2023-09-23,2671,72,42961,621.7,16.8,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Siskiyou",39,2023-09-24,2023-09-30,3013,85,42961,701.3,19.8,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Siskiyou",40,2023-10-01,2023-10-07,3369,106,42961,784.2,24.7,"0 - 177K","0 - 875","0 - 5K","22 - 44"
"Rural North","Siskiyou",41,2023-10-08,2023-10-14,3704,121,42961,862.2,28.2,"0 - 177K","0 - 875","0 - 5K","22 - 44"
"Rural North","Siskiyou",42,2023-10-15,2023-10-21,4068,133,42961,946.9,31,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Siskiyou",43,2023-10-22,2023-10-28,4334,148,42961,1008.8,34.4,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Siskiyou",44,2023-10-29,2023-11-04,4534,166,42961,1055.4,38.6,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Siskiyou",45,2023-11-05,2023-11-11,4664,175,42961,1085.6,40.7,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Siskiyou",46,2023-11-12,2023-11-18,4716,178,42961,1097.7,41.4,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Siskiyou",47,2023-11-19,2023-11-25,4720,183,42961,1098.7,42.6,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Siskiyou",48,2023-11-26,2023-12-02,4730,187,42961,1101,43.5,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Siskiyou",49,2023-12-03,2023-12-09,4730,189,42961,1101,44,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Siskiyou",50,2023-12-10,2023-12-16,4742,189,42961,1103.8,44,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Siskiyou",51,2023-12-17,2023-12-23,4742,189,42961,1103.8,44,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Siskiyou",52,2023-12-24,2023-12-30,4742,189,42961,1103.8,44,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Tehama",22,2023-05-28,2023-06-03,30,0,64677,4.6,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Tehama",23,2023-06-04,2023-06-10,79,0,64677,12.2,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Tehama",24,2023-06-11,2023-06-17,110,0,64677,17,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Tehama",25,2023-06-18,2023-06-24,202,2,64677,31.2,0.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Tehama",26,2023-06-25,2023-07-01,392,4,64677,60.6,0.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Tehama",27,2023-07-02,2023-07-08,581,8,64677,89.8,1.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Tehama",28,2023-07-09,2023-07-15,822,14,64677,127.1,2.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Tehama",29,2023-07-16,2023-07-22,1030,18,64677,159.3,2.8,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Tehama",30,2023-07-23,2023-07-29,1246,31,64677,192.6,4.8,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Tehama",31,2023-07-30,2023-08-05,1621,43,64677,250.6,6.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Tehama",32,2023-08-06,2023-08-12,2003,49,64677,309.7,7.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Tehama",33,2023-08-13,2023-08-19,2457,59,64677,379.9,9.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Tehama",34,2023-08-20,2023-08-26,3186,73,64677,492.6,11.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Tehama",35,2023-08-27,2023-09-02,4292,82,64677,663.6,12.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Tehama",36,2023-09-03,2023-09-09,5366,99,64677,829.7,15.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Tehama",37,2023-09-10,2023-09-16,6342,122,64677,980.6,18.9,"0 - 177K","875 - 2K","0 - 5K","0 - 22"
"Rural North","Tehama",38,2023-09-17,2023-09-23,7402,158,64677,1144.5,24.4,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Tehama",39,2023-09-24,2023-09-30,8317,194,64677,1285.9,30,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Tehama",40,2023-10-01,2023-10-07,9166,230,64677,1417.2,35.6,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Tehama",41,2023-10-08,2023-10-14,10056,258,64677,1554.8,39.9,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Rural North","Tehama",42,2023-10-15,2023-10-21,10941,287,64677,1691.6,44.4,"0 - 177K","875 - 2K","0 - 5K","44 - 66"
"Rural North","Tehama",43,2023-10-22,2023-10-28,11648,310,64677,1800.9,47.9,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Rural North","Tehama",44,2023-10-29,2023-11-04,12095,341,64677,1870.1,52.7,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Rural North","Tehama",45,2023-11-05,2023-11-11,12448,368,64677,1924.6,56.9,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Rural North","Tehama",46,2023-11-12,2023-11-18,12581,385,64677,1945.2,59.5,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Rural North","Tehama",47,2023-11-19,2023-11-25,12597,397,64677,1947.7,61.4,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Rural North","Tehama",48,2023-11-26,2023-12-02,12625,404,64677,1952,62.5,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Rural North","Tehama",49,2023-12-03,2023-12-09,12625,406,64677,1952,62.8,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Rural North","Tehama",50,2023-12-10,2023-12-16,12645,406,64677,1955.1,62.8,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Rural North","Tehama",51,2023-12-17,2023-12-23,12645,406,64677,1955.1,62.8,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Rural North","Tehama",52,2023-12-24,2023-12-30,12645,407,64677,1955.1,62.9,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Rural North","Trinity",22,2023-05-28,2023-06-03,2,0,15870,1.3,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Trinity",23,2023-06-04,2023-06-10,6,0,15870,3.8,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Trinity",24,2023-06-11,2023-06-17,8,0,15870,5,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Trinity",25,2023-06-18,2023-06-24,16,0,15870,10.1,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Trinity",26,2023-06-25,2023-07-01,30,1,15870,18.9,0.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Trinity",27,2023-07-02,2023-07-08,47,2,15870,29.6,1.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Trinity",28,2023-07-09,2023-07-15,71,2,15870,44.7,1.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Trinity",29,2023-07-16,2023-07-22,97,3,15870,61.1,1.9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Trinity",30,2023-07-23,2023-07-29,105,4,15870,66.2,2.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Trinity",31,2023-07-30,2023-08-05,137,4,15870,86.3,2.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Trinity",32,2023-08-06,2023-08-12,159,4,15870,100.2,2.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Trinity",33,2023-08-13,2023-08-19,202,5,15870,127.3,3.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Trinity",34,2023-08-20,2023-08-26,277,6,15870,174.5,3.8,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Trinity",35,2023-08-27,2023-09-02,384,6,15870,242,3.8,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Trinity",36,2023-09-03,2023-09-09,490,8,15870,308.8,5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Trinity",37,2023-09-10,2023-09-16,603,12,15870,380,7.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Trinity",38,2023-09-17,2023-09-23,722,15,15870,454.9,9.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Trinity",39,2023-09-24,2023-09-30,789,18,15870,497.2,11.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Trinity",40,2023-10-01,2023-10-07,885,21,15870,557.7,13.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Trinity",41,2023-10-08,2023-10-14,977,25,15870,615.6,15.8,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Trinity",42,2023-10-15,2023-10-21,1058,31,15870,666.7,19.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Trinity",43,2023-10-22,2023-10-28,1137,33,15870,716.4,20.8,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Rural North","Trinity",44,2023-10-29,2023-11-04,1194,41,15870,752.4,25.8,"0 - 177K","0 - 875","0 - 5K","22 - 44"
"Rural North","Trinity",45,2023-11-05,2023-11-11,1224,47,15870,771.3,29.6,"0 - 177K","0 - 875","0 - 5K","22 - 44"
"Rural North","Trinity",46,2023-11-12,2023-11-18,1237,51,15870,779.5,32.1,"0 - 177K","0 - 875","0 - 5K","22 - 44"
"Rural North","Trinity",47,2023-11-19,2023-11-25,1238,52,15870,780.1,32.8,"0 - 177K","0 - 875","0 - 5K","22 - 44"
"Rural North","Trinity",48,2023-11-26,2023-12-02,1240,52,15870,781.3,32.8,"0 - 177K","0 - 875","0 - 5K","22 - 44"
"Rural North","Trinity",49,2023-12-03,2023-12-09,1240,52,15870,781.3,32.8,"0 - 177K","0 - 875","0 - 5K","22 - 44"
"Rural North","Trinity",50,2023-12-10,2023-12-16,1243,52,15870,783.2,32.8,"0 - 177K","0 - 875","0 - 5K","22 - 44"
"Rural North","Trinity",51,2023-12-17,2023-12-23,1243,52,15870,783.2,32.8,"0 - 177K","0 - 875","0 - 5K","22 - 44"
"Rural North","Trinity",52,2023-12-24,2023-12-30,1243,52,15870,783.2,32.8,"0 - 177K","0 - 875","0 - 5K","22 - 44"
"Southern California","Imperial",22,2023-05-28,2023-06-03,328,0,179639,18.3,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Imperial",23,2023-06-04,2023-06-10,625,0,179639,34.8,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Imperial",24,2023-06-11,2023-06-17,890,3,179639,49.5,0.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Imperial",25,2023-06-18,2023-06-24,1615,11,179639,89.9,0.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Imperial",26,2023-06-25,2023-07-01,2880,17,179639,160.3,0.9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Imperial",27,2023-07-02,2023-07-08,4291,30,179639,238.9,1.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Imperial",28,2023-07-09,2023-07-15,6206,60,179639,345.5,3.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Imperial",29,2023-07-16,2023-07-22,7766,91,179639,432.3,5.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Imperial",30,2023-07-23,2023-07-29,9385,139,179639,522.4,7.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Imperial",31,2023-07-30,2023-08-05,12047,190,179639,670.6,10.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Imperial",32,2023-08-06,2023-08-12,14740,246,179639,820.5,13.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Imperial",33,2023-08-13,2023-08-19,18088,316,179639,1006.9,17.6,"0 - 177K","875 - 2K","0 - 5K","0 - 22"
"Southern California","Imperial",34,2023-08-20,2023-08-26,22920,392,179639,1275.9,21.8,"0 - 177K","875 - 2K","0 - 5K","0 - 22"
"Southern California","Imperial",35,2023-08-27,2023-09-02,30341,482,179639,1689,26.8,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Southern California","Imperial",36,2023-09-03,2023-09-09,37162,600,179639,2068.7,33.4,"0 - 177K","2K - 3K","0 - 5K","22 - 44"
"Southern California","Imperial",37,2023-09-10,2023-09-16,43370,771,179639,2414.3,42.9,"0 - 177K","2K - 3K","0 - 5K","22 - 44"
"Southern California","Imperial",38,2023-09-17,2023-09-23,50036,940,179639,2785.4,52.3,"0 - 177K","3K - 4K","0 - 5K","44 - 66"
"Southern California","Imperial",39,2023-09-24,2023-09-30,55213,1123,179639,3073.6,62.5,"0 - 177K","3K - 4K","0 - 5K","44 - 66"
"Southern California","Imperial",40,2023-10-01,2023-10-07,60367,1261,179639,3360.5,70.2,"0 - 177K","3K - 4K","0 - 5K","66 - 88"
"Southern California","Imperial",41,2023-10-08,2023-10-14,65099,1394,179639,3623.9,77.6,"0 - 177K","4K+","0 - 5K","66 - 88"
"Southern California","Imperial",42,2023-10-15,2023-10-21,69875,1520,179639,3889.7,84.6,"0 - 177K","4K+","0 - 5K","66 - 88"
"Southern California","Imperial",43,2023-10-22,2023-10-28,73616,1610,179639,4098,89.6,"0 - 177K","4K+","0 - 5K","88 - 110+"
"Southern California","Imperial",44,2023-10-29,2023-11-04,76110,1727,179639,4236.8,96.1,"0 - 177K","4K+","0 - 5K","88 - 110+"
"Southern California","Imperial",45,2023-11-05,2023-11-11,77778,1814,179639,4329.7,101,"0 - 177K","4K+","0 - 5K","88 - 110+"
"Southern California","Imperial",46,2023-11-12,2023-11-18,78333,1872,179639,4360.6,104.2,"0 - 177K","4K+","0 - 5K","88 - 110+"
"Southern California","Imperial",47,2023-11-19,2023-11-25,78414,1922,179639,4365.1,107,"0 - 177K","4K+","0 - 5K","88 - 110+"
"Southern California","Imperial",48,2023-11-26,2023-12-02,78511,1945,179639,4370.5,108.3,"0 - 177K","4K+","0 - 5K","88 - 110+"
"Southern California","Imperial",49,2023-12-03,2023-12-09,78511,1950,179639,4370.5,108.6,"0 - 177K","4K+","0 - 5K","88 - 110+"
"Southern California","Imperial",50,2023-12-10,2023-12-16,78623,1955,179639,4376.7,108.8,"0 - 177K","4K+","0 - 5K","88 - 110+"
"Southern California","Imperial",51,2023-12-17,2023-12-23,78623,1956,179639,4376.7,108.9,"0 - 177K","4K+","0 - 5K","88 - 110+"
"Southern California","Imperial",52,2023-12-24,2023-12-30,78623,1959,179639,4376.7,109.1,"0 - 177K","4K+","0 - 5K","88 - 110+"
"Southern California","Inyo",22,2023-05-28,2023-06-03,23,0,18731,12.3,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Inyo",23,2023-06-04,2023-06-10,35,0,18731,18.7,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Inyo",24,2023-06-11,2023-06-17,52,1,18731,27.8,0.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Inyo",25,2023-06-18,2023-06-24,92,2,18731,49.1,1.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Inyo",26,2023-06-25,2023-07-01,153,2,18731,81.7,1.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Inyo",27,2023-07-02,2023-07-08,236,4,18731,126,2.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Inyo",28,2023-07-09,2023-07-15,333,5,18731,177.8,2.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Inyo",29,2023-07-16,2023-07-22,428,6,18731,228.5,3.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Inyo",30,2023-07-23,2023-07-29,519,10,18731,277.1,5.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Inyo",31,2023-07-30,2023-08-05,697,15,18731,372.1,8,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Inyo",32,2023-08-06,2023-08-12,841,21,18731,449,11.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Inyo",33,2023-08-13,2023-08-19,1058,26,18731,564.8,13.9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Inyo",34,2023-08-20,2023-08-26,1323,33,18731,706.3,17.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Inyo",35,2023-08-27,2023-09-02,1747,43,18731,932.7,23,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Southern California","Inyo",36,2023-09-03,2023-09-09,2172,53,18731,1159.6,28.3,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Southern California","Inyo",37,2023-09-10,2023-09-16,2573,68,18731,1373.7,36.3,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Southern California","Inyo",38,2023-09-17,2023-09-23,2995,88,18731,1599,47,"0 - 177K","875 - 2K","0 - 5K","44 - 66"
"Southern California","Inyo",39,2023-09-24,2023-09-30,3333,106,18731,1779.4,56.6,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Southern California","Inyo",40,2023-10-01,2023-10-07,3718,120,18731,1984.9,64.1,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Southern California","Inyo",41,2023-10-08,2023-10-14,4048,133,18731,2161.1,71,"0 - 177K","2K - 3K","0 - 5K","66 - 88"
"Southern California","Inyo",42,2023-10-15,2023-10-21,4404,147,18731,2351.2,78.5,"0 - 177K","2K - 3K","0 - 5K","66 - 88"
"Southern California","Inyo",43,2023-10-22,2023-10-28,4675,154,18731,2495.9,82.2,"0 - 177K","2K - 3K","0 - 5K","66 - 88"
"Southern California","Inyo",44,2023-10-29,2023-11-04,4853,162,18731,2590.9,86.5,"0 - 177K","2K - 3K","0 - 5K","66 - 88"
"Southern California","Inyo",45,2023-11-05,2023-11-11,4970,177,18731,2653.4,94.5,"0 - 177K","3K - 4K","0 - 5K","88 - 110+"
"Southern California","Inyo",46,2023-11-12,2023-11-18,5013,189,18731,2676.3,100.9,"0 - 177K","3K - 4K","0 - 5K","88 - 110+"
"Southern California","Inyo",47,2023-11-19,2023-11-25,5016,192,18731,2677.9,102.5,"0 - 177K","3K - 4K","0 - 5K","88 - 110+"
"Southern California","Inyo",48,2023-11-26,2023-12-02,5024,198,18731,2682.2,105.7,"0 - 177K","3K - 4K","0 - 5K","88 - 110+"
"Southern California","Inyo",49,2023-12-03,2023-12-09,5024,201,18731,2682.2,107.3,"0 - 177K","3K - 4K","0 - 5K","88 - 110+"
"Southern California","Inyo",50,2023-12-10,2023-12-16,5037,205,18731,2689.1,109.4,"0 - 177K","3K - 4K","0 - 5K","88 - 110+"
"Southern California","Inyo",51,2023-12-17,2023-12-23,5037,205,18731,2689.1,109.4,"0 - 177K","3K - 4K","0 - 5K","88 - 110+"
"Southern California","Inyo",52,2023-12-24,2023-12-30,5037,207,18731,2689.1,110.5,"0 - 177K","3K - 4K","0 - 5K","88 - 110+"
"Southern California","Mono",22,2023-05-28,2023-06-03,1,0,13273,0.8,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Mono",23,2023-06-04,2023-06-10,6,0,13273,4.5,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Mono",24,2023-06-11,2023-06-17,8,0,13273,6,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Mono",25,2023-06-18,2023-06-24,25,0,13273,18.8,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Mono",26,2023-06-25,2023-07-01,39,0,13273,29.4,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Mono",27,2023-07-02,2023-07-08,64,0,13273,48.2,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Mono",28,2023-07-09,2023-07-15,106,0,13273,79.9,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Mono",29,2023-07-16,2023-07-22,132,3,13273,99.5,2.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Mono",30,2023-07-23,2023-07-29,158,5,13273,119,3.8,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Mono",31,2023-07-30,2023-08-05,184,5,13273,138.6,3.8,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Mono",32,2023-08-06,2023-08-12,212,5,13273,159.7,3.8,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Mono",33,2023-08-13,2023-08-19,256,5,13273,192.9,3.8,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Mono",34,2023-08-20,2023-08-26,328,5,13273,247.1,3.8,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Mono",35,2023-08-27,2023-09-02,424,8,13273,319.4,6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Mono",36,2023-09-03,2023-09-09,506,8,13273,381.2,6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Mono",37,2023-09-10,2023-09-16,587,13,13273,442.3,9.8,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Mono",38,2023-09-17,2023-09-23,687,15,13273,517.6,11.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Mono",39,2023-09-24,2023-09-30,788,18,13273,593.7,13.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Mono",40,2023-10-01,2023-10-07,881,22,13273,663.8,16.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Mono",41,2023-10-08,2023-10-14,961,27,13273,724,20.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Mono",42,2023-10-15,2023-10-21,1055,30,13273,794.8,22.6,"0 - 177K","0 - 875","0 - 5K","22 - 44"
"Southern California","Mono",43,2023-10-22,2023-10-28,1131,31,13273,852.1,23.4,"0 - 177K","0 - 875","0 - 5K","22 - 44"
"Southern California","Mono",44,2023-10-29,2023-11-04,1172,33,13273,883,24.9,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Southern California","Mono",45,2023-11-05,2023-11-11,1215,33,13273,915.4,24.9,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Southern California","Mono",46,2023-11-12,2023-11-18,1231,38,13273,927.4,28.6,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Southern California","Mono",47,2023-11-19,2023-11-25,1234,39,13273,929.7,29.4,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Southern California","Mono",48,2023-11-26,2023-12-02,1240,41,13273,934.2,30.9,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Southern California","Mono",49,2023-12-03,2023-12-09,1240,41,13273,934.2,30.9,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Southern California","Mono",50,2023-12-10,2023-12-16,1244,41,13273,937.2,30.9,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Southern California","Mono",51,2023-12-17,2023-12-23,1244,41,13273,937.2,30.9,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Southern California","Mono",52,2023-12-24,2023-12-30,1244,41,13273,937.2,30.9,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Southern California","Orange",22,2023-05-28,2023-06-03,765,0,3142277,2.4,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Orange",23,2023-06-04,2023-06-10,1611,0,3142277,5.1,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Orange",24,2023-06-11,2023-06-17,2310,19,3142277,7.4,0.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Orange",25,2023-06-18,2023-06-24,4412,43,3142277,14,0.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Orange",26,2023-06-25,2023-07-01,7904,63,3142277,25.2,0.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Orange",27,2023-07-02,2023-07-08,12013,107,3142277,38.2,0.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Orange",28,2023-07-09,2023-07-15,17416,192,3142277,55.4,0.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Orange",29,2023-07-16,2023-07-22,21473,311,3142277,68.3,1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Orange",30,2023-07-23,2023-07-29,26007,452,3142277,82.8,1.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Orange",31,2023-07-30,2023-08-05,33874,580,3142277,107.8,1.8,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Orange",32,2023-08-06,2023-08-12,41841,718,3142277,133.2,2.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Orange",33,2023-08-13,2023-08-19,51832,971,3142277,165,3.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Orange",34,2023-08-20,2023-08-26,66836,1192,3142277,212.7,3.8,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Orange",35,2023-08-27,2023-09-02,90115,1475,3142277,286.8,4.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Orange",36,2023-09-03,2023-09-09,112799,1895,3142277,359,6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Orange",37,2023-09-10,2023-09-16,133780,2537,3142277,425.7,8.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Orange",38,2023-09-17,2023-09-23,158153,3181,3142277,503.3,10.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Southern California","Orange",39,2023-09-24,2023-09-30,177940,3823,3142277,566.3,12.2,"177K - 354K","0 - 875","0 - 5K","0 - 22"
"Southern California","Orange",40,2023-10-01,2023-10-07,198074,4539,3142277,630.4,14.4,"177K - 354K","0 - 875","0 - 5K","0 - 22"
"Southern California","Orange",41,2023-10-08,2023-10-14,217862,5149,3142277,693.3,16.4,"177K - 354K","0 - 875","5K - 10K","0 - 22"
"Southern California","Orange",42,2023-10-15,2023-10-21,238293,5734,3142277,758.3,18.2,"177K - 354K","0 - 875","5K - 10K","0 - 22"
"Southern California","Orange",43,2023-10-22,2023-10-28,254570,6292,3142277,810.1,20,"177K - 354K","0 - 875","5K - 10K","0 - 22"
"Southern California","Orange",44,2023-10-29,2023-11-04,265507,6872,3142277,845,21.9,"177K - 354K","0 - 875","5K - 10K","0 - 22"
