"health_officer_region","county","mmwr_week","start_date","end_date","cumulative_infected","cumulative_severe","total_cnty_pop","inf_rate_100k","sev_rate_100k","case_breaks_bins","case_breaks","inf_rate_breaks_bins","inf_rate_breaks","sev_case_breaks_bins","sev_case_breaks","sev_rate_breaks_bins","sev_rate_breaks"
"Rural North","Shasta",47,2023-11-19,2023-11-25,16161,574,178958,9030.6,320.7,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Rural North","Shasta",48,2023-11-26,2023-12-02,16190,580,178958,9046.8,324.1,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Rural North","Shasta",49,2023-12-03,2023-12-09,16190,583,178958,9046.8,325.8,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Rural North","Shasta",50,2023-12-10,2023-12-16,16214,585,178958,9060.2,326.9,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Rural North","Shasta",51,2023-12-17,2023-12-23,16214,585,178958,9060.2,326.9,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Rural North","Shasta",52,2023-12-24,2023-12-30,16214,586,178958,9060.2,327.5,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Rural North","Siskiyou",22,2023-05-28,2023-06-03,19,0,42961,44.2,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Siskiyou",23,2023-06-04,2023-06-10,32,0,42961,74.5,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Siskiyou",24,2023-06-11,2023-06-17,41,0,42961,95.4,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Siskiyou",25,2023-06-18,2023-06-24,76,0,42961,176.9,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Siskiyou",26,2023-06-25,2023-07-01,131,0,42961,304.9,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Siskiyou",27,2023-07-02,2023-07-08,219,1,42961,509.8,2.3,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Siskiyou",28,2023-07-09,2023-07-15,306,3,42961,712.3,7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Siskiyou",29,2023-07-16,2023-07-22,379,7,42961,882.2,16.3,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Siskiyou",30,2023-07-23,2023-07-29,455,13,42961,1059.1,30.3,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Siskiyou",31,2023-07-30,2023-08-05,584,15,42961,1359.4,34.9,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Siskiyou",32,2023-08-06,2023-08-12,720,16,42961,1675.9,37.2,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Siskiyou",33,2023-08-13,2023-08-19,876,20,42961,2039.1,46.6,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Siskiyou",34,2023-08-20,2023-08-26,1126,25,42961,2621,58.2,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Siskiyou",35,2023-08-27,2023-09-02,1528,28,42961,3556.7,65.2,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Siskiyou",36,2023-09-03,2023-09-09,1898,40,42961,4418,93.1,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Siskiyou",37,2023-09-10,2023-09-16,2235,56,42961,5202.4,130.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Siskiyou",38,2023-09-17,2023-09-23,2671,72,42961,6217.3,167.6,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Siskiyou",39,2023-09-24,2023-09-30,3013,85,42961,7013.3,197.9,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Siskiyou",40,2023-10-01,2023-10-07,3369,106,42961,7842,246.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Rural North","Siskiyou",41,2023-10-08,2023-10-14,3704,121,42961,8621.8,281.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Rural North","Siskiyou",42,2023-10-15,2023-10-21,4068,133,42961,9469.1,309.6,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Rural North","Siskiyou",43,2023-10-22,2023-10-28,4334,148,42961,10088.2,344.5,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Rural North","Siskiyou",44,2023-10-29,2023-11-04,4534,166,42961,10553.8,386.4,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Rural North","Siskiyou",45,2023-11-05,2023-11-11,4664,175,42961,10856.4,407.3,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Rural North","Siskiyou",46,2023-11-12,2023-11-18,4716,178,42961,10977.4,414.3,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Rural North","Siskiyou",47,2023-11-19,2023-11-25,4720,183,42961,10986.7,426,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Rural North","Siskiyou",48,2023-11-26,2023-12-02,4730,187,42961,11010,435.3,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Rural North","Siskiyou",49,2023-12-03,2023-12-09,4730,189,42961,11010,439.9,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Rural North","Siskiyou",50,2023-12-10,2023-12-16,4742,189,42961,11037.9,439.9,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Rural North","Siskiyou",51,2023-12-17,2023-12-23,4742,189,42961,11037.9,439.9,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Rural North","Siskiyou",52,2023-12-24,2023-12-30,4742,189,42961,11037.9,439.9,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Rural North","Tehama",22,2023-05-28,2023-06-03,30,0,64677,46.4,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Tehama",23,2023-06-04,2023-06-10,79,0,64677,122.1,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Tehama",24,2023-06-11,2023-06-17,110,0,64677,170.1,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Tehama",25,2023-06-18,2023-06-24,202,2,64677,312.3,3.1,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Tehama",26,2023-06-25,2023-07-01,392,4,64677,606.1,6.2,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Tehama",27,2023-07-02,2023-07-08,581,8,64677,898.3,12.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Tehama",28,2023-07-09,2023-07-15,822,14,64677,1270.9,21.6,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Tehama",29,2023-07-16,2023-07-22,1030,18,64677,1592.5,27.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Tehama",30,2023-07-23,2023-07-29,1246,31,64677,1926.5,47.9,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Tehama",31,2023-07-30,2023-08-05,1621,43,64677,2506.3,66.5,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Tehama",32,2023-08-06,2023-08-12,2003,49,64677,3096.9,75.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Tehama",33,2023-08-13,2023-08-19,2457,59,64677,3798.9,91.2,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Tehama",34,2023-08-20,2023-08-26,3186,73,64677,4926,112.9,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Tehama",35,2023-08-27,2023-09-02,4292,82,64677,6636.1,126.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Tehama",36,2023-09-03,2023-09-09,5366,99,64677,8296.6,153.1,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Tehama",37,2023-09-10,2023-09-16,6342,122,64677,9805.6,188.6,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Tehama",38,2023-09-17,2023-09-23,7402,158,64677,11444.6,244.3,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Rural North","Tehama",39,2023-09-24,2023-09-30,8317,194,64677,12859.3,300,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Rural North","Tehama",40,2023-10-01,2023-10-07,9166,230,64677,14172,355.6,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Rural North","Tehama",41,2023-10-08,2023-10-14,10056,258,64677,15548,398.9,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Rural North","Tehama",42,2023-10-15,2023-10-21,10941,287,64677,16916.4,443.7,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Rural North","Tehama",43,2023-10-22,2023-10-28,11648,310,64677,18009.5,479.3,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Rural North","Tehama",44,2023-10-29,2023-11-04,12095,341,64677,18700.6,527.2,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Rural North","Tehama",45,2023-11-05,2023-11-11,12448,368,64677,19246.4,569,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Rural North","Tehama",46,2023-11-12,2023-11-18,12581,385,64677,19452,595.3,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Rural North","Tehama",47,2023-11-19,2023-11-25,12597,397,64677,19476.8,613.8,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Rural North","Tehama",48,2023-11-26,2023-12-02,12625,404,64677,19520.1,624.6,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Rural North","Tehama",49,2023-12-03,2023-12-09,12625,406,64677,19520.1,627.7,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Rural North","Tehama",50,2023-12-10,2023-12-16,12645,406,64677,19551,627.7,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Rural North","Tehama",51,2023-12-17,2023-12-23,12645,406,64677,19551,627.7,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Rural North","Tehama",52,2023-12-24,2023-12-30,12645,407,64677,19551,629.3,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Rural North","Trinity",22,2023-05-28,2023-06-03,2,0,15870,12.6,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Trinity",23,2023-06-04,2023-06-10,6,0,15870,37.8,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Trinity",24,2023-06-11,2023-06-17,8,0,15870,50.4,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Trinity",25,2023-06-18,2023-06-24,16,0,15870,100.8,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Trinity",26,2023-06-25,2023-07-01,30,1,15870,189,6.3,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Trinity",27,2023-07-02,2023-07-08,47,2,15870,296.2,12.6,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Trinity",28,2023-07-09,2023-07-15,71,2,15870,447.4,12.6,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Trinity",29,2023-07-16,2023-07-22,97,3,15870,611.2,18.9,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Trinity",30,2023-07-23,2023-07-29,105,4,15870,661.6,25.2,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Trinity",31,2023-07-30,2023-08-05,137,4,15870,863.3,25.2,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Trinity",32,2023-08-06,2023-08-12,159,4,15870,1001.9,25.2,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Trinity",33,2023-08-13,2023-08-19,202,5,15870,1272.8,31.5,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Trinity",34,2023-08-20,2023-08-26,277,6,15870,1745.4,37.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Trinity",35,2023-08-27,2023-09-02,384,6,15870,2419.7,37.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Trinity",36,2023-09-03,2023-09-09,490,8,15870,3087.6,50.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Trinity",37,2023-09-10,2023-09-16,603,12,15870,3799.6,75.6,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Trinity",38,2023-09-17,2023-09-23,722,15,15870,4549.5,94.5,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Trinity",39,2023-09-24,2023-09-30,789,18,15870,4971.6,113.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Trinity",40,2023-10-01,2023-10-07,885,21,15870,5576.6,132.3,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Trinity",41,2023-10-08,2023-10-14,977,25,15870,6156.3,157.5,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Trinity",42,2023-10-15,2023-10-21,1058,31,15870,6666.7,195.3,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Trinity",43,2023-10-22,2023-10-28,1137,33,15870,7164.5,207.9,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Rural North","Trinity",44,2023-10-29,2023-11-04,1194,41,15870,7523.6,258.3,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Rural North","Trinity",45,2023-11-05,2023-11-11,1224,47,15870,7712.7,296.2,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Rural North","Trinity",46,2023-11-12,2023-11-18,1237,51,15870,7794.6,321.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Rural North","Trinity",47,2023-11-19,2023-11-25,1238,52,15870,7800.9,327.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Rural North","Trinity",48,2023-11-26,2023-12-02,1240,52,15870,7813.5,327.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Rural North","Trinity",49,2023-12-03,2023-12-09,1240,52,15870,7813.5,327.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Rural North","Trinity",50,2023-12-10,2023-12-16,1243,52,15870,7832.4,327.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Rural North","Trinity",51,2023-12-17,2023-12-23,1243,52,15870,7832.4,327.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Rural North","Trinity",52,2023-12-24,2023-12-30,1243,52,15870,7832.4,327.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Southern California","Imperial",22,2023-05-28,2023-06-03,328,0,179639,182.6,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Imperial",23,2023-06-04,2023-06-10,625,0,179639,347.9,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Imperial",24,2023-06-11,2023-06-17,890,3,179639,495.4,1.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Imperial",25,2023-06-18,2023-06-24,1615,11,179639,899,6.1,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Imperial",26,2023-06-25,2023-07-01,2880,17,179639,1603.2,9.5,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Imperial",27,2023-07-02,2023-07-08,4291,30,179639,2388.7,16.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Imperial",28,2023-07-09,2023-07-15,6206,60,179639,3454.7,33.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Imperial",29,2023-07-16,2023-07-22,7766,91,179639,4323.1,50.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Imperial",30,2023-07-23,2023-07-29,9385,139,179639,5224.4,77.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Imperial",31,2023-07-30,2023-08-05,12047,190,179639,6706.2,105.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Imperial",32,2023-08-06,2023-08-12,14740,246,179639,8205.3,136.9,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Imperial",33,2023-08-13,2023-08-19,18088,316,179639,10069.1,175.9,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Imperial",34,2023-08-20,2023-08-26,22920,392,179639,12758.9,218.2,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Imperial",35,2023-08-27,2023-09-02,30341,482,179639,16890,268.3,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Southern California","Imperial",36,2023-09-03,2023-09-09,37162,600,179639,20687,334,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Southern California","Imperial",37,2023-09-10,2023-09-16,43370,771,179639,24142.9,429.2,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Southern California","Imperial",38,2023-09-17,2023-09-23,50036,940,179639,27853.6,523.3,"0 - 126,593","0 - 127K","26,260 - 35,013","26K - 35K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Southern California","Imperial",39,2023-09-24,2023-09-30,55213,1123,179639,30735.5,625.1,"0 - 126,593","0 - 127K","26,260 - 35,013","26K - 35K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Southern California","Imperial",40,2023-10-01,2023-10-07,60367,1261,179639,33604.6,702,"0 - 126,593","0 - 127K","26,260 - 35,013","26K - 35K","0 - 5,021","0 - 5K","663 - 884","663 - 884"
"Southern California","Imperial",41,2023-10-08,2023-10-14,65099,1394,179639,36238.8,776,"0 - 126,593","0 - 127K","35,013 - 43,767","35K - 44K+","0 - 5,021","0 - 5K","663 - 884","663 - 884"
"Southern California","Imperial",42,2023-10-15,2023-10-21,69875,1520,179639,38897.5,846.1,"0 - 126,593","0 - 127K","35,013 - 43,767","35K - 44K+","0 - 5,021","0 - 5K","663 - 884","663 - 884"
"Southern California","Imperial",43,2023-10-22,2023-10-28,73616,1610,179639,40980,896.2,"0 - 126,593","0 - 127K","35,013 - 43,767","35K - 44K+","0 - 5,021","0 - 5K","884 - 1,105","884 - 1K+"
"Southern California","Imperial",44,2023-10-29,2023-11-04,76110,1727,179639,42368.3,961.4,"0 - 126,593","0 - 127K","35,013 - 43,767","35K - 44K+","0 - 5,021","0 - 5K","884 - 1,105","884 - 1K+"
"Southern California","Imperial",45,2023-11-05,2023-11-11,77778,1814,179639,43296.8,1009.8,"0 - 126,593","0 - 127K","35,013 - 43,767","35K - 44K+","0 - 5,021","0 - 5K","884 - 1,105","884 - 1K+"
"Southern California","Imperial",46,2023-11-12,2023-11-18,78333,1872,179639,43605.8,1042.1,"0 - 126,593","0 - 127K","35,013 - 43,767","35K - 44K+","0 - 5,021","0 - 5K","884 - 1,105","884 - 1K+"
"Southern California","Imperial",47,2023-11-19,2023-11-25,78414,1922,179639,43650.9,1069.9,"0 - 126,593","0 - 127K","35,013 - 43,767","35K - 44K+","0 - 5,021","0 - 5K","884 - 1,105","884 - 1K+"
"Southern California","Imperial",48,2023-11-26,2023-12-02,78511,1945,179639,43704.9,1082.7,"0 - 126,593","0 - 127K","35,013 - 43,767","35K - 44K+","0 - 5,021","0 - 5K","884 - 1,105","884 - 1K+"
"Southern California","Imperial",49,2023-12-03,2023-12-09,78511,1950,179639,43704.9,1085.5,"0 - 126,593","0 - 127K","35,013 - 43,767","35K - 44K+","0 - 5,021","0 - 5K","884 - 1,105","884 - 1K+"
"Southern California","Imperial",50,2023-12-10,2023-12-16,78623,1955,179639,43767.2,1088.3,"0 - 126,593","0 - 127K","35,013 - 43,767","35K - 44K+","0 - 5,021","0 - 5K","884 - 1,105","884 - 1K+"
"Southern California","Imperial",51,2023-12-17,2023-12-23,78623,1956,179639,43767.2,1088.9,"0 - 126,593","0 - 127K","35,013 - 43,767","35K - 44K+","0 - 5,021","0 - 5K","884 - 1,105","884 - 1K+"
"Southern California","Imperial",52,2023-12-24,2023-12-30,78623,1959,179639,43767.2,1090.5,"0 - 126,593","0 - 127K","35,013 - 43,767","35K - 44K+","0 - 5,021","0 - 5K","884 - 1,105","884 - 1K+"
"Southern California","Inyo",22,2023-05-28,2023-06-03,23,0,18731,122.8,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Inyo",23,2023-06-04,2023-06-10,35,0,18731,186.9,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Southern California","Inyo",24,2023-06-11,2023-06-17,52,1,18731,277.6,5.3,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
